Country,Year,Acts against computer systems (number),Attempted intentional homicide (number),Bribery (number),Burglary of private residential premises (number),Burglary (number),Child pornography (number),Corruption (number),Fraud (number),Intentional homicide (number),Kidnapping (number),Money laundering (number),Participation in an organized criminal group (number),Rape (number),Robbery (number),Serious assault (number),Sexual assault (number),Sexual exploitation (number),Sexual violence (number),Theft of a motorized vehicle or parts thereof (number),Theft (number),Unlawful acts involving controlled drugs or precursors (number),Total Crimes number,Acts against computer systems (per100k),Attempted intentional homicide (per100k),Bribery (per100k),Burglary of private residential premises (per100k),Burglary (per100k),Child pornography (per100k),Corruption (per100k),Fraud (per100k),Intentional homicide (per100k),Kidnapping (per100k),Money laundering (per100k),Participation in an organized criminal group (per100k),Rape (per100k),Robbery (per100k),Serious assault (per100k),Sexual assault (per100k),Sexual exploitation (per100k),Sexual violence (per100k),Theft of a motorized vehicle or parts thereof (per100k),Theft (per100k),Unlawful acts involving controlled drugs or precursors (per100k),Total Crimes per100k
Switzerland,2009,,185.0,,26101.0,64268.0,,,,51.0,4.0,,,666.0,3530.0,524.0,2322.0,,2988.0,8500.0,183916.0,85742.0,378797.0,,2.4,,338.89,834.44,,,,0.66,0.05,,,8.65,45.83,6.8,30.14,,38.79,110.36,2387.94,1113.26,4918.21
Switzerland,2010,,187.0,,25074.0,62243.0,,,,53.0,0.0,,,543.0,2853.0,487.0,1949.0,,2492.0,7604.0,174349.0,89173.0,367007.0,,2.4,,322.05,799.44,,,,0.68,0.0,,,6.97,36.64,6.25,25.03,,32.0,97.66,2239.32,1145.32,4713.76
Switzerland,2011,,184.0,,28485.0,65172.0,,,,46.0,4.0,,,552.0,3113.0,487.0,2264.0,,2816.0,7540.0,203381.0,91211.0,405255.0,,2.34,,361.94,828.09,,,,0.58,0.05,,,7.01,39.55,6.18,28.76,,35.78,95.81,2584.21,1158.95,5149.25
Switzerland,2012,,184.0,,35801.0,73714.0,,,,45.0,5.0,,,569.0,3603.0,597.0,2012.0,,2581.0,7690.0,215178.0,92862.0,434841.0,,2.31,,450.06,926.67,,,,0.57,0.06,,,7.15,45.29,7.5,25.29,,32.44,96.67,2705.06,1167.39,5466.46
Switzerland,2013,,152.0,,39672.0,68730.0,,,,57.0,3.0,,,571.0,3196.0,568.0,2125.0,,2696.0,6302.0,197389.0,97289.0,418750.0,,1.89,,493.49,854.95,,,,0.71,0.04,,,7.1,39.76,7.07,26.43,,33.54,78.39,2455.37,1210.2,5208.94
Switzerland,2014,,132.0,,36697.0,63706.0,,,,41.0,1.0,,,556.0,2367.0,609.0,2191.0,,2747.0,6606.0,174601.0,80986.0,371240.0,,1.62,,450.84,782.66,,,,0.5,0.01,,,6.83,29.08,7.48,26.92,,33.75,81.16,2145.07,994.96,4560.88
Switzerland,2015,,141.0,,30664.0,52569.0,,,,57.0,4.0,,,532.0,1859.0,616.0,2178.0,,2710.0,6325.0,157911.0,86128.0,341694.0,,1.71,,372.24,638.15,,,,0.69,0.05,,,6.46,22.57,7.48,26.44,,32.9,76.78,1916.94,1045.54,4147.95
Switzerland,2016,,187.0,20.0,26047.0,46539.0,,3749.0,16424.0,45.0,3.0,663.0,70.0,588.0,1876.0,573.0,2154.0,630.0,2742.0,6048.0,146359.0,83268.0,337985.0,,2.25,0.24,312.8,558.88,,45.02,197.23,0.54,0.04,7.96,0.84,7.06,22.53,6.88,25.87,7.57,32.93,72.63,1757.62,999.96,4058.85
Switzerland,2017,,191.0,25.0,24081.0,41351.0,,3389.0,14227.0,45.0,3.0,807.0,64.0,619.0,1746.0,586.0,3136.0,752.0,3755.0,6636.0,141504.0,80074.0,322991.0,,2.27,0.3,286.01,491.13,,40.25,168.98,0.53,0.04,9.58,0.76,7.35,20.74,6.96,37.25,8.93,44.6,78.82,1680.66,951.05,3836.21
Switzerland,2018,,149.0,18.0,23426.0,38871.0,,19.0,17520.0,50.0,8.0,1225.0,11.0,626.0,1644.0,585.0,665.0,877.0,2843.0,7640.0,131546.0,76308.0,304031.0,,1.76,0.21,276.12,458.16,,0.22,206.5,0.59,0.09,14.44,0.13,7.38,19.38,6.9,7.84,10.34,33.51,90.05,1550.49,899.42,3583.53
Switzerland,2019,,161.0,13.0,21351.0,36419.0,,14.0,19101.0,46.0,5.0,1772.0,57.0,679.0,1872.0,637.0,626.0,1485.0,2734.0,8886.0,132646.0,75757.0,304261.0,,1.88,0.15,249.88,426.23,,0.16,223.55,0.54,0.06,20.74,0.67,7.95,21.91,7.46,7.33,17.38,32.0,104.0,1552.41,886.61,3560.9100000000003
Switzerland,2020,,206.0,20.0,18405.0,32819.0,1553.0,21.0,20759.0,47.0,6.0,3070.0,42.0,713.0,1949.0,670.0,683.0,1669.0,2909.0,9820.0,121322.0,68600.0,285283.0,,2.39,0.23,213.86,381.35,18.05,0.24,241.21,0.55,0.07,35.67,0.49,8.28,22.65,7.79,7.94,19.39,33.8,114.11,1409.73,797.12,3314.92
Switzerland,2021,,184.0,60.0,18234.0,31186.0,1468.0,60.0,24087.0,42.0,5.0,3600.0,21.0,757.0,1736.0,652.0,720.0,1570.0,3050.0,12760.0,117586.0,60887.0,278665.0,,2.12,0.69,210.3,359.69,16.93,0.69,277.81,0.48,0.06,41.52,0.24,8.73,20.02,7.52,8.3,18.11,35.18,147.17,1356.19,702.25,3214.0
Switzerland,2022,,195.0,57.0,20788.0,35732.0,,57.0,25762.0,42.0,4.0,3751.0,25.0,867.0,1941.0,763.0,752.0,2006.0,3147.0,18958.0,138970.0,55304.0,309121.0,,2.23,0.65,237.88,408.89,,0.65,294.8,0.48,0.05,42.92,0.29,9.92,22.21,8.73,8.61,22.96,36.01,216.94,1590.27,632.86,3537.35
Türkiye,2009,,,,44244.0,85050.0,,,,2090.0,12700.0,,,,8698.0,,,,,30171.0,174545.0,,357498.0,,,,61.86,118.92,,,,2.92,17.76,,,,12.16,,,,,42.19,244.06,,499.87
Türkiye,2010,,,,46493.0,94289.0,,,,1766.0,13586.0,,,,8581.0,,,,,28359.0,207945.0,,401019.0,,,,64.07,129.94,,,,2.43,18.72,,,,11.83,,,,,39.08,286.58,,552.65
Türkiye,2011,,,,47532.0,100644.0,,,,1688.0,13584.0,,,,9662.0,,,,,27465.0,209866.0,,410441.0,,,,64.47,136.52,,,,2.29,18.43,,,,13.11,,,,,37.25,284.67,,556.74
Türkiye,2012,,,,54179.0,119533.0,,,,1806.0,13431.0,,,,10303.0,,,,,31013.0,239926.0,,470191.0,,,,72.51,159.97,,,,2.42,17.97,,,,13.79,,,,,41.5,321.08,,629.24
Türkiye,2016,,,1716.0,,,,4964.0,77500.0,,,992.0,6647.0,,10892.0,,5528.0,,,53206.0,,,161445.0,,,2.18,,,,6.3,98.42,,,1.26,8.44,,13.83,,7.02,,,67.57,,,205.01999999999998
Türkiye,2017,,,,,,,,,,,,,,12171.0,,6325.0,,,52246.0,,,70742.0,,,,,,,,,,,,,,15.25,,7.92,,,65.46,,,88.63
Türkiye,2018,,,,74140.0,120400.0,,,,1960.0,,,,,10993.0,,7521.0,,,36685.0,250668.0,,502367.0,,,,91.75,148.99,,,,2.43,,,,,13.6,,9.31,,,45.4,310.19,,621.6700000000001
Türkiye,2019,,,,62842.0,103663.0,,,,1839.0,,,,,10897.0,,8481.0,,,28437.0,216670.0,,432829.0,,,,76.63,126.41,,,,2.24,,,,,13.29,,10.34,,,34.68,264.22,,527.81
Türkiye,2020,,,,58400.0,95767.0,,,,1962.0,,,,,11243.0,,7749.0,,,32509.0,198115.0,,405745.0,,,,70.23,115.17,,,,2.36,,,,,13.52,,9.32,,,39.09,238.25,,487.94
Türkiye,2021,,,,56476.0,95471.0,,,,1967.0,,,,,13228.0,,9049.0,,,33161.0,210246.0,,419598.0,,,,67.54,114.18,,,,2.35,,,,,15.82,,10.82,,,39.66,251.45,,501.81999999999994
Türkiye,2022,,,,59583.0,107549.0,,,,2084.0,,,,,15678.0,,9675.0,,,,242527.0,,437096.0,,,,70.36,127.01,,,,2.46,,,,,18.51,,11.43,,,,286.4,,516.17
